state,topic,topic_proportion,topic_zscore,rank_within_topic_desc
California,topic_merged_0,0.2526744778400407,2.212341832970773,4.0
Illinois,topic_merged_0,0.15587529976019188,1.1064302636381471,5.0
Oregon,topic_merged_0,0.31578947368421056,2.933418245880715,1.0
Utah,topic_merged_0,0.25874125874125875,2.281653611441958,3.0
Washington,topic_merged_0,0.30147058823529416,2.769827796126661,2.0
District of Columbia,topic_merged_1,0.03278688524590164,0.19006804116441173,4.0
Missouri,topic_merged_1,0.02975206611570248,0.13386576236046144,5.0
Oregon,topic_merged_1,0.05847953216374269,0.6658740919827332,2.0
Utah,topic_merged_1,0.03496503496503497,0.23040552835543376,3.0
Wisconsin,topic_merged_1,0.3339449541284404,5.767260297193505,1.0
Arkansas,topic_merged_2,0.21008403361344538,3.332856103350641,2.0
Louisiana,topic_merged_2,0.23255813953488372,3.7511061355217863,1.0
South Carolina,topic_merged_2,0.07368421052631578,0.7944133909350833,5.0
Tennessee,topic_merged_2,0.09497206703910614,1.1905869563019702,4.0
Texas,topic_merged_2,0.1204954954954955,1.665585819897233,3.0
Arkansas,topic_merged_3,0.008403361344537815,0.7418016904523721,3.0
California,topic_merged_3,0.007641365257259297,0.6278810165152997,5.0
Indiana,topic_merged_3,0.007936507936507936,0.6720057219946712,4.0
Kansas,topic_merged_3,0.027777777777777776,3.638334381446955,2.0
Ohio,topic_merged_3,0.02993348115299335,3.9606184264872257,1.0
Arizona,topic_merged_4,0.001669449081803005,-0.05383044071788206,3.0
Connecticut,topic_merged_4,0.000984898227183191,-0.11207025078751874,5.0
Illinois,topic_merged_4,0.001199040767386091,-0.09385155923950668,4.0
Michigan,topic_merged_4,0.07166361974405851,5.901091940637516,1.0
Virginia,topic_merged_4,0.004702194357366771,0.20418765632549474,2.0
District of Columbia,topic_merged_5,0.01639344262295082,1.476607293834091,5.0
Kentucky,topic_merged_5,0.023255813953488372,2.4705189326097816,2.0
Nebraska,topic_merged_5,0.017543859649122806,1.6432279584241676,4.0
Oklahoma,topic_merged_5,0.025,2.7231381407986035,1.0
Utah,topic_merged_5,0.02097902097902098,2.140759593249083,3.0
